11432,Queens County
11433,Queens County
11434,Queens County
11435,Queens County
11436,Queens County
11501,Nassau County
11507,Nassau County
11509,Nassau County
11510,Nassau County
11514,Nassau County
11516,Nassau County
11518,Nassau County
11520,Nassau County
11530,Nassau County
11539,Stockholm
11542,Nassau County
11545,Nassau County
11547,Nassau County
11548,Nassau County
11550,Nassau County
11552,Nassau County
11553,Nassau County
11554,Nassau County
11557,Nassau County
11558,Nassau County
11559,Nassau County
11560,Nassau County
11561,Nassau County
11563,Nassau County
11565,Nassau County
11566,Nassau County
11570,Nassau County
11572,Nassau County
11575,Nassau County
11576,Nassau County
11577,Nassau County
11579,Nassau County
11580,Nassau County
11581,Nassau County
11587,
11590,Nassau County
11596,Nassau County
11598,Nassau County
11691,Queens County
11692,Queens County
11693,
11694,
11697,Queens County
11701,Suffolk County
11702,
11703,Suffolk County
11704,Suffolk County
11705,Suffolk County
11706,Suffolk County
11709,Nassau County
11710,Nassau County
11713,Suffolk County
11714,Nassau County
11715,Suffolk County
11716,Suffolk County
11717,Suffolk County
11718,Suffolk County
11719,Suffolk County
11720,Suffolk County
11721,Suffolk County
11722,Suffolk County
11725,Suffolk County
11726,Suffolk County
11727,Suffolk County
11729,Suffolk County
11730,Suffolk County
11731,Suffolk County
11732,Nassau County
11733,Suffolk County
11735,
11738,Suffolk County
11739,Suffolk County
11740,Suffolk County
11741,Suffolk County
11742,Suffolk County
11743,Suffolk County
11746,Suffolk County
11747,Suffolk County
11749,Suffolk County
11751,Suffolk County
11752,Suffolk County
11753,Nassau County
11754,Suffolk County
11755,Suffolk County
11756,Nassau County
11757,Suffolk County
11758,Nassau County
11762,Nassau County
11763,Suffolk County
11764,Suffolk County
11765,Nassau County
11766,Suffolk County
11767,Suffolk County
11768,Suffolk County
11769,Suffolk County
11771,Nassau County
11772,Suffolk County
11776,Suffolk County
11777,Suffolk County
11778,Suffolk County
11779,Suffolk County
11780,Suffolk County
11782,Suffolk County
11783,Nassau County
11784,Suffolk County
11786,Suffolk County
11787,Suffolk County
11788,Suffolk County
11789,Suffolk County
11790,Suffolk County
11791,Nassau County
11792,Suffolk County
11793,Nassau County
11795,Suffolk County
11796,Suffolk County
11797,Nassau County
11798,Suffolk County
11801,Nassau County
11803,Nassau County
11804,Nassau County
11901,Suffolk County
11933,Suffolk County
11934,Suffolk County
11940,Suffolk County
11941,Suffolk County
11942,Suffolk County
11946,Suffolk County
11948,Suffolk County
11949,Suffolk County
11950,Suffolk County
11951,Suffolk County
11953,Suffolk County
11955,Suffolk County
11961,Suffolk County
11967,Suffolk County
11968,Suffolk County
11971,Suffolk County
11978,Suffolk County
11980,Suffolk County
12253,
12518,Orange County
12520,Orange County
12531,
12533,
12542,
12543,Orange County
12549,Orange County
12550,Orange County
12553,Orange County
12563,Putnam County
12566,
12575,Orange County
12577,Orange County
12582,Dutchess County
12586,Orange County
12589,
12721,
12729,
12746,Orange County
12771,Orange County
12780,
18302,
